FOLIO,CONCESIONARIO,K_GRUPO,GRUPO,ANIO,MES,FECHA,K_EMPRESA,EMPRESA,S_RESIDENCIAL_E,S_NO_RESIDENCIAL_E,S_AMBOS_E,S_NO_ESPECIFICADO_E,S_TOTAL_E
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,4,15APR2015,C0378,MEGACABLE,2285,19,,,2304
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,5,15-may-15,C0378,MEGACABLE,2253,18,,,2271
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,6,15-jun-15,C0378,MEGACABLE,2219,18,,,2237
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,7,15-jul-15,C0378,MEGACABLE,2266,23,,,2289
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,8,15AUG2015,C0378,MEGACABLE,2278,15,,,2293
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,9,15-sep-15,C0378,MEGACABLE,2258,13,,,2271
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,10,15-oct-15,C0378,MEGACABLE,2217,13,,,2230
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,11,15-nov-15,C0378,MEGACABLE,2234,15,,,2249
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,12,15DEC2015,C0378,MEGACABLE,2278,15,,,2293
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,1,15JAN2016,C0378,MEGACABLE,2306,18,,,2324
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,2,15-feb-16,C0378,MEGACABLE,2301,19,,,2320
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,3,15-mar-16,C0378,MEGACABLE,2325,21,,,2346
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,4,15APR2016,C0378,MEGACABLE,2311,26,,,2337
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,5,15-may-16,C0378,MEGACABLE,2355,33,,,2388
100540,"TELEVISION TELERADIO, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,6,15-jun-16,C0378,MEGACABLE,2335,33,,,2368
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,1,15JAN2013,C0378,MEGACABLE,53016,812,,,53828
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,2,15-feb-13,C0378,MEGACABLE,53346,818,,,54164
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,3,15-mar-13,C0378,MEGACABLE,53991,831,,,54822
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,4,15APR2013,C0378,MEGACABLE,54495,838,,,55333
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,5,15-may-13,C0378,MEGACABLE,54863,844,,,55707
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,6,15-jun-13,C0378,MEGACABLE,55495,854,,,56349
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,7,15-jul-13,C0378,MEGACABLE,55598,857,,,56455
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,8,15AUG2013,C0378,MEGACABLE,55452,856,,,56308
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,9,15-sep-13,C0378,MEGACABLE,55606,859,,,56465
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,10,15-oct-13,C0378,MEGACABLE,56489,874,,,57363
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,11,15-nov-13,C0378,MEGACABLE,57546,892,,,58438
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,12,15DEC2013,C0378,MEGACABLE,58819,913,,,59732
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,1,15JAN2014,C0378,MEGACABLE,63920,926,,,64846
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,2,15-feb-14,C0378,MEGACABLE,64384,934,,,65318
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,3,15-mar-14,C0378,MEGACABLE,65709,952,,,66661
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,4,15APR2014,C0378,MEGACABLE,66144,958,,,67102
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,5,15-may-14,C0378,MEGACABLE,67156,974,,,68130
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,6,15-jun-14,C0378,MEGACABLE,67861,984,,,68845
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,7,15-jul-14,C0378,MEGACABLE,74968,1110,,,76078
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,8,15AUG2014,C0378,MEGACABLE,74514,1104,,,75618
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,9,15-sep-14,C0378,MEGACABLE,74646,1107,,,75753
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,10,15-oct-14,C0378,MEGACABLE,75396,1114,,,76510
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,11,15-nov-14,C0378,MEGACABLE,76643,1132,,,77775
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,12,15DEC2014,C0378,MEGACABLE,77926,1149,,,79075
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,1,15JAN2015,C0378,MEGACABLE,78916,1165,,,80081
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,2,15-feb-15,C0378,MEGACABLE,79497,1176,,,80673
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,3,15-mar-15,C0378,MEGACABLE,80883,1200,,,82083
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,4,15APR2015,C0378,MEGACABLE,83476,648,,,84124
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,5,15-may-15,C0378,MEGACABLE,84819,654,,,85473
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,6,15-jun-15,C0378,MEGACABLE,85904,651,,,86555
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,7,15-jul-15,C0378,MEGACABLE,85948,1496,,,87444
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,8,15AUG2015,C0378,MEGACABLE,86868,1512,,,88380
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,9,15-sep-15,C0378,MEGACABLE,87212,1576,,,88788
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,10,15-oct-15,C0378,MEGACABLE,87995,1677,,,89672
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,11,15-nov-15,C0378,MEGACABLE,89031,1708,,,90739
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,12,15DEC2015,C0378,MEGACABLE,92419,1718,,,94137
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,1,15JAN2016,C0378,MEGACABLE,95408,1801,,,97209
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,2,15-feb-16,C0378,MEGACABLE,96076,1892,,,97968
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,3,15-mar-16,C0378,MEGACABLE,96481,1935,,,98416
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,4,15APR2016,C0378,MEGACABLE,97432,1969,,,99401
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,5,15-may-16,C0378,MEGACABLE,97990,2051,,,100041
100542,"BESTCABLE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,6,15-jun-16,C0378,MEGACABLE,98875,2063,,,100938
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,1,15JAN2013,C0378,MEGACABLE,17474,63,,,17537
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,2,15-feb-13,C0378,MEGACABLE,17502,63,,,17565
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,3,15-mar-13,C0378,MEGACABLE,17482,62,,,17544
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,4,15APR2013,C0378,MEGACABLE,17483,63,,,17546
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,5,15-may-13,C0378,MEGACABLE,17700,64,,,17764
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,6,15-jun-13,C0378,MEGACABLE,17776,64,,,17840
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,7,15-jul-13,C0378,MEGACABLE,17870,64,,,17934
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,8,15AUG2013,C0378,MEGACABLE,17945,64,,,18009
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,9,15-sep-13,C0378,MEGACABLE,18104,64,,,18168
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,10,15-oct-13,C0378,MEGACABLE,18119,64,,,18183
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,11,15-nov-13,C0378,MEGACABLE,18202,64,,,18266
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2013,12,15DEC2013,C0378,MEGACABLE,18237,65,,,18302
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,1,15JAN2014,C0378,MEGACABLE,18322,66,,,18388
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,2,15-feb-14,C0378,MEGACABLE,18326,66,,,18392
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,3,15-mar-14,C0378,MEGACABLE,18299,65,,,18364
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,4,15APR2014,C0378,MEGACABLE,18364,66,,,18430
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,5,15-may-14,C0378,MEGACABLE,18506,67,,,18573
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,6,15-jun-14,C0378,MEGACABLE,18680,69,,,18749
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,7,15-jul-14,C0378,MEGACABLE,18769,69,,,18838
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,8,15AUG2014,C0378,MEGACABLE,18844,68,,,18912
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,9,15-sep-14,C0378,MEGACABLE,18910,69,,,18979
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,10,15-oct-14,C0378,MEGACABLE,19145,69,,,19214
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,11,15-nov-14,C0378,MEGACABLE,19323,69,,,19392
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2014,12,15DEC2014,C0378,MEGACABLE,19577,69,,,19646
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,1,15JAN2015,C0378,MEGACABLE,19813,70,,,19883
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,2,15-feb-15,C0378,MEGACABLE,19975,70,,,20045
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,3,15-mar-15,C0378,MEGACABLE,20199,71,,,20270
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,4,15APR2015,C0378,MEGACABLE,20476,135,,,20611
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,5,15-may-15,C0378,MEGACABLE,20626,127,,,20753
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,6,15-jun-15,C0378,MEGACABLE,21011,121,,,21132
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,7,15-jul-15,C0378,MEGACABLE,21388,29,,,21417
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,8,15AUG2015,C0378,MEGACABLE,21583,29,,,21612
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,9,15-sep-15,C0378,MEGACABLE,21785,32,,,21817
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,10,15-oct-15,C0378,MEGACABLE,22074,43,,,22117
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,11,15-nov-15,C0378,MEGACABLE,22499,83,,,22582
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2015,12,15DEC2015,C0378,MEGACABLE,23737,86,,,23823
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,1,15JAN2016,C0378,MEGACABLE,24489,82,,,24571
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,2,15-feb-16,C0378,MEGACABLE,24936,90,,,25026
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,3,15-mar-16,C0378,MEGACABLE,25396,106,,,25502
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,4,15APR2016,C0378,MEGACABLE,25620,125,,,25745
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,5,15-may-16,C0378,MEGACABLE,26086,146,,,26232
100549,"TELE CABLE CENTRO OCCIDENTE, S.A. DE C.V.",G008,MEGACABLE-MCM,2016,6,15-jun-16,C0378,MEGACABLE,26346,146,,,26492
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,1,15JAN2013,C0571,TELEVISION INTERNACIONAL,41386,4,,,41390
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,2,15-feb-13,C0571,TELEVISION INTERNACIONAL,41781,4,,,41785
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,3,15-mar-13,C0571,TELEVISION INTERNACIONAL,42018,4,,,42022
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,4,15APR2013,C0571,TELEVISION INTERNACIONAL,41969,4,,,41973
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,5,15-may-13,C0571,TELEVISION INTERNACIONAL,42111,4,,,42115
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,6,15-jun-13,C0571,TELEVISION INTERNACIONAL,42397,4,,,42401
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,7,15-jul-13,C0571,TELEVISION INTERNACIONAL,42766,4,,,42770
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,8,15AUG2013,C0571,TELEVISION INTERNACIONAL,43238,4,,,43242
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,9,15-sep-13,C0571,TELEVISION INTERNACIONAL,43598,4,,,43602
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,10,15-oct-13,C0571,TELEVISION INTERNACIONAL,44064,4,,,44068
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,11,15-nov-13,C0571,TELEVISION INTERNACIONAL,44468,4,,,44472
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2013,12,15DEC2013,C0571,TELEVISION INTERNACIONAL,43051,4,,,43055
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,1,15JAN2014,C0571,TELEVISION INTERNACIONAL,43841,4,,,43845
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,2,15-feb-14,C0571,TELEVISION INTERNACIONAL,44174,4,,,44178
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,3,15-mar-14,C0571,TELEVISION INTERNACIONAL,44678,4,,,44682
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,4,15APR2014,C0571,TELEVISION INTERNACIONAL,44820,4,,,44824
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,5,15-may-14,C0571,TELEVISION INTERNACIONAL,45117,4,,,45121
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,6,15-jun-14,C0571,TELEVISION INTERNACIONAL,45285,4,,,45289
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,7,15-jul-14,C0571,TELEVISION INTERNACIONAL,45468,4,,,45472
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,8,15AUG2014,C0571,TELEVISION INTERNACIONAL,45543,4,,,45547
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,9,15-sep-14,C0571,TELEVISION INTERNACIONAL,45759,4,,,45763
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,10,15-oct-14,C0571,TELEVISION INTERNACIONAL,46041,4,,,46045
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,11,15-nov-14,C0571,TELEVISION INTERNACIONAL,46840,4,,,46844
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2014,12,15DEC2014,C0571,TELEVISION INTERNACIONAL,46805,4,,,46809
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,1,15JAN2015,C0571,TELEVISION INTERNACIONAL,46915,4,,,46919
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,2,15-feb-15,C0571,TELEVISION INTERNACIONAL,46781,4,,,46785
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,3,15-mar-15,C0571,TELEVISION INTERNACIONAL,46536,4,,,46540
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,4,15APR2015,C0571,TELEVISION INTERNACIONAL,46783,5,,,46788
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,5,15-may-15,C0571,TELEVISION INTERNACIONAL,46974,5,,,46979
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,6,15-jun-15,C0571,TELEVISION INTERNACIONAL,47075,5,,,47080
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,7,15-jul-15,C0571,TELEVISION INTERNACIONAL,48835,5,,,48840
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,8,15AUG2015,C0571,TELEVISION INTERNACIONAL,49089,5,,,49094
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,9,15-sep-15,C0571,TELEVISION INTERNACIONAL,49363,5,,,49368
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,10,15-oct-15,C0571,TELEVISION INTERNACIONAL,49586,16,,,49602
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,11,15-nov-15,C0571,TELEVISION INTERNACIONAL,49725,14,,,49739
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2015,12,15DEC2015,C0571,TELEVISION INTERNACIONAL,49568,16,,,49584
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,1,15JAN2016,C0571,TELEVISION INTERNACIONAL,49190,19,,,49209
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,2,15-feb-16,C0571,TELEVISION INTERNACIONAL,49097,19,,,49116
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,3,15-mar-16,C0571,TELEVISION INTERNACIONAL,49010,20,,,49030
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,4,15APR2016,C0571,TELEVISION INTERNACIONAL,48919,20,,,48939
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,5,15-may-16,C0571,TELEVISION INTERNACIONAL,48828,20,,,48848
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,6,15-jun-16,C0571,TELEVISION INTERNACIONAL,48736,23,,,48759
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,7,15-jul-16,C0571,TELEVISION INTERNACIONAL,48646,298,,,48944
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,8,15AUG2016,C0571,TELEVISION INTERNACIONAL,48555,297,,,48852
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,9,15-sep-16,C0571,TELEVISION INTERNACIONAL,48462,296,,,48758
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,10,15-oct-16,C0571,TELEVISION INTERNACIONAL,48373,296,,,48669
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,11,15-nov-16,C0571,TELEVISION INTERNACIONAL,48279,296,,,48575
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2016,12,15DEC2016,C0571,TELEVISION INTERNACIONAL,48190,295,,,48485
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,1,15JAN2017,C0571,TELEVISION INTERNACIONAL,48085,307,,,48392
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,2,15-feb-17,C0571,TELEVISION INTERNACIONAL,47500,304,,,47804
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,3,15-mar-17,C0571,TELEVISION INTERNACIONAL,47519,305,,,47824
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,4,15APR2017,C0571,TELEVISION INTERNACIONAL,47351,299,,,47650
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,5,15-may-17,C0571,TELEVISION INTERNACIONAL,47205,296,,,47501
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,6,15-jun-17,C0571,TELEVISION INTERNACIONAL,47404,283,,,47687
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,7,15-jul-17,C0571,TELEVISION INTERNACIONAL,47354,458,,,47812
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,8,15AUG2017,C0571,TELEVISION INTERNACIONAL,47070,469,,,47539
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,9,15-sep-17,C0571,TELEVISION INTERNACIONAL,46912,463,,,47375
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,10,15-oct-17,C0571,TELEVISION INTERNACIONAL,46767,472,,,47239
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,11,15-nov-17,C0571,TELEVISION INTERNACIONAL,46883,471,,,47354
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2017,12,15DEC2017,C0571,TELEVISION INTERNACIONAL,47462,477,,,47939
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,1,15JAN2018,C0571,TELEVISION INTERNACIONAL,47568,480,,,48048
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,2,15-feb-18,C0571,TELEVISION INTERNACIONAL,47978,490,,,48468
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,3,15-mar-18,C0571,TELEVISION INTERNACIONAL,48525,500,,,49025
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,4,15APR2018,C0571,TELEVISION INTERNACIONAL,48972,512,,,49484
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,5,15-may-18,C0571,TELEVISION INTERNACIONAL,49706,519,,,50225
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,6,15-jun-18,C0571,TELEVISION INTERNACIONAL,50104,537,,,50641
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",G004,GRUPO TELEVISA,2018,7,15-jul-18,C0571,TELEVISION INTERNACIONAL,50013,535,,,50548
