FECHA,GRUPO,MARKET_SHARE
15-jun-13,GRUPO TELEVISA,0.5774
15-jun-13,TV REY,0.0018
15-jun-13,ULTRAVISION,0.00321
15-jun-13,DISH-MVS,0.15796
15-jul-13,AIRECABLE,0.00109
15-jul-13,MEGACABLE-MCM,0.16074
15-jul-13,CABLECOM,0.05522
15-jul-13,CABLEVISION RED,0.03076
15-jul-13,DISH-MVS,0.1553
15-jul-13,TOTALPLAY,0.00368
15-jul-13,MAXCOM,0.00541
15-jul-13,AXTEL,0.00269
15-jul-13,TV REY,0.00182
15-jul-13,ULTRAVISION,0.00317
15-jul-13,GRUPO TELEVISA,0.58011
15AUG2013,AIRECABLE,0.00109
15AUG2013,AXTEL,0.00308
15AUG2013,CABLECOM,0.05489
15AUG2013,CABLEVISION RED,0.03075
15AUG2013,TOTALPLAY,0.00389
15AUG2013,MEGACABLE-MCM,0.15975
15AUG2013,MAXCOM,0.00542
15AUG2013,ULTRAVISION,0.0031
15AUG2013,GRUPO TELEVISA,0.58247
15AUG2013,TV REY,0.00184
15AUG2013,DISH-MVS,0.15371
15-sep-13,AIRECABLE,0.00108
15-sep-13,AXTEL,0.00343
15-sep-13,CABLECOM,0.05434
15-sep-13,CABLEVISION RED,0.03059
15-sep-13,TOTALPLAY,0.0041
15-sep-13,ULTRAVISION,0.00307
15-sep-13,GRUPO TELEVISA,0.58455
15-sep-13,MEGACABLE-MCM,0.15898
15-sep-13,MAXCOM,0.00538
15-sep-13,TV REY,0.00185
15-sep-13,DISH-MVS,0.15262
15-oct-13,AIRECABLE,0.00107
15-oct-13,AXTEL,0.00385
15-oct-13,CABLECOM,0.05424
15-oct-13,CABLEVISION RED,0.03046
15-oct-13,TOTALPLAY,0.00431
15-oct-13,ULTRAVISION,0.00306
15-oct-13,MEGACABLE-MCM,0.15798
15-oct-13,MAXCOM,0.00538
15-oct-13,TV REY,0.00181
15-oct-13,GRUPO TELEVISA,0.58549
15-oct-13,DISH-MVS,0.15236
15-nov-13,CABLECOM,0.05377
15-nov-13,AXTEL,0.00419
15-nov-13,CABLEVISION RED,0.03029
15-nov-13,TOTALPLAY,0.00452
15-nov-13,DISH-MVS,0.1533
15-nov-13,MAXCOM,0.00525
15-nov-13,MEGACABLE-MCM,0.15711
15-nov-13,GRUPO TELEVISA,0.58567
15-nov-13,ULTRAVISION,0.00302
15-nov-13,TV REY,0.00182
15-nov-13,AIRECABLE,0.00107
15DEC2013,AXTEL,0.00441
15DEC2013,CABLECOM,0.05284
15DEC2013,CABLEVISION RED,0.03033
15DEC2013,TOTALPLAY,0.00471
15DEC2013,ULTRAVISION,0.00302
15DEC2013,MEGACABLE-MCM,0.15623
15DEC2013,MAXCOM,0.00518
15DEC2013,GRUPO TELEVISA,0.58394
15DEC2013,TV REY,0.00183
15DEC2013,AIRECABLE,0.00107
15DEC2013,DISH-MVS,0.15644
15JAN2014,AXTEL,0.00464
15JAN2014,CABLECOM,0.05343
15JAN2014,GRUPO TELEVISA,0.58271
15JAN2014,TOTALPLAY,0.00457
15JAN2014,ULTRAVISION,0.00292
15JAN2014,CABLEVISION RED,0.03013
15JAN2014,MEGACABLE-MCM,0.15618
15JAN2014,MAXCOM,0.00508
15JAN2014,TV REY,0.00189
15JAN2014,AIRECABLE,0.00105
15JAN2014,DISH-MVS,0.15738
15-feb-14,AXTEL,0.00473
15-feb-14,CABLECOM,0.05171
15-feb-14,ULTRAVISION,0.00286
15-feb-14,CABLEVISION RED,0.03002
15-feb-14,TOTALPLAY,0.00491
15-feb-14,MEGACABLE-MCM,0.15518
15-feb-14,MAXCOM,0.00501
15-feb-14,GRUPO TELEVISA,0.58049
15-feb-14,TV REY,0.00187
15-feb-14,AIRECABLE,0.00105
15-feb-14,DISH-MVS,0.16219
15-mar-14,CABLECOM,0.05128
15-mar-14,MEGACABLE-MCM,0.1553
15-mar-14,CABLEVISION RED,0.0298
15-mar-14,TOTALPLAY,0.00526
15-mar-14,AXTEL,0.00495
15-mar-14,MAXCOM,0.00496
15-mar-14,ULTRAVISION,0.00285
15-mar-14,GRUPO TELEVISA,0.58096
15-mar-14,TV REY,0.00186
15-mar-14,AIRECABLE,0.00103
15-mar-14,DISH-MVS,0.16176
15APR2014,AXTEL,0.00512
15APR2014,CABLECOM,0.05084
15APR2014,CABLEVISION RED,0.02966
15APR2014,TOTALPLAY,0.0056
15APR2014,MEGACABLE-MCM,0.15474
15APR2014,MAXCOM,0.00489
15APR2014,ULTRAVISION,0.00281
15APR2014,GRUPO TELEVISA,0.58094
15APR2014,TV REY,0.00184
15APR2014,AIRECABLE,0.00102
15APR2014,DISH-MVS,0.16254
15-may-14,ULTRAVISION,0.00279
15-may-14,AXTEL,0.00529
15-may-14,CABLECOM,0.05028
15-may-14,TOTALPLAY,0.00601
15-may-14,MAXCOM,0.00482
15-may-14,MEGACABLE-MCM,0.15527
15-may-14,CABLEVISION RED,0.02951
15-may-14,TV REY,0.00183
15-may-14,AIRECABLE,0.00101
15-may-14,GRUPO TELEVISA,0.581
15-may-14,DISH-MVS,0.16218
15-jun-14,AXTEL,0.00544
15-jun-14,CABLECOM,0.04992
15-jun-14,CABLEVISION RED,0.02943
15-jun-14,TOTALPLAY,0.00632
15-jun-14,MEGACABLE-MCM,0.15561
15-jun-14,MAXCOM,0.00475
15-jun-14,GRUPO TELEVISA,0.58068
15-jun-14,TV REY,0.00181
15-jun-14,ULTRAVISION,0.00267
15-jun-14,AIRECABLE,0.00101
15-jun-14,DISH-MVS,0.16236
15-jul-14,CABLECOM,0.04909
15-jul-14,MEGACABLE-MCM,0.15502
15-jul-14,CABLEVISION RED,0.02943
15-jul-14,AXTEL,0.0056
15-jul-14,TOTALPLAY,0.00662
15-jul-14,ULTRAVISION,0.00265
15-jul-14,DISH-MVS,0.16199
15-jul-14,MAXCOM,0.00469
15-jul-14,GRUPO TELEVISA,0.58213
15-jul-14,AIRECABLE,0.00101
15-jul-14,TV REY,0.00178
15AUG2014,AXTEL,0.00575
15AUG2014,CABLEVISION RED,0.02927
15AUG2014,TOTALPLAY,0.00678
15AUG2014,MEGACABLE-MCM,0.15499
15AUG2014,MAXCOM,0.00467
15AUG2014,GRUPO TELEVISA,0.63091
15AUG2014,AIRECABLE,0.00101
15AUG2014,TV REY,0.00177
15AUG2014,ULTRAVISION,0.00248
15AUG2014,DISH-MVS,0.16237
15-sep-14,GRUPO TELEVISA,0.6298
15-sep-14,AXTEL,0.00585
15-sep-14,ULTRAVISION,0.00239
15-sep-14,CABLEVISION RED,0.02914
15-sep-14,TOTALPLAY,0.00697
15-sep-14,MEGACABLE-MCM,0.15487
15-sep-14,MAXCOM,0.00463
15-sep-14,AIRECABLE,0.00101
15-sep-14,TV REY,0.00176
15-sep-14,DISH-MVS,0.16358
15-oct-14,AXTEL,0.00598
15-oct-14,CABLEVISION RED,0.02886
15-oct-14,TOTALPLAY,0.00714
15-oct-14,MEGACABLE-MCM,0.15435
15-oct-14,MAXCOM,0.00459
15-oct-14,ULTRAVISION,0.00232
15-oct-14,GRUPO TELEVISA,0.63135
15-oct-14,AIRECABLE,0.001
15-oct-14,TV REY,0.0017
15-oct-14,DISH-MVS,0.16272
15-nov-14,ULTRAVISION,0.00222
15-nov-14,AXTEL,0.00607
15-nov-14,AIRECABLE,0.001
15-nov-14,MEGACABLE-MCM,0.15622
15-nov-14,CABLEVISION RED,0.02886
15-nov-14,TOTALPLAY,0.00742
15-nov-14,DISH-MVS,0.16313
15-nov-14,MAXCOM,0.00456
15-nov-14,GRUPO TELEVISA,0.62882
15-nov-14,TV REY,0.00171
15DEC2014,AXTEL,0.00613
15DEC2014,AIRECABLE,0.00101
15DEC2014,CABLEVISION RED,0.02892
15DEC2014,TOTALPLAY,0.00774
15DEC2014,MEGACABLE-MCM,0.15772
15DEC2014,MAXCOM,0.0045
15DEC2014,GRUPO TELEVISA,0.62584
15DEC2014,TV REY,0.00174
15DEC2014,ULTRAVISION,0.00217
15DEC2014,DISH-MVS,0.16422
15JAN2015,AXTEL,0.00616
15JAN2015,TOTALPLAY,0.00808
15JAN2015,ULTRAVISION,0.00207
15JAN2015,GRUPO TELEVISA,0.65579
15JAN2015,MAXCOM,0.00438
15JAN2015,MEGACABLE-MCM,0.15808
15JAN2015,AIRECABLE,0.00101
15JAN2015,TV REY,0.00143
15JAN2015,DISH-MVS,0.163
15-feb-15,MAXCOM,0.00427
15-feb-15,AXTEL,0.0062
15-feb-15,ULTRAVISION,0.00183
15-feb-15,TOTALPLAY,0.00858
15-feb-15,GRUPO TELEVISA,0.65232
15-feb-15,MEGACABLE-MCM,0.15834
15-feb-15,AIRECABLE,0.00101
15-feb-15,TV REY,0.0017
15-feb-15,DISH-MVS,0.16574
15-mar-15,TOTALPLAY,0.00919
15-mar-15,MAXCOM,0.00415
15-mar-15,MEGACABLE-MCM,0.15876
15-mar-15,ULTRAVISION,0.00175
15-mar-15,AIRECABLE,0.00101
15-mar-15,DISH-MVS,0.16747
15-mar-15,AXTEL,0.00626
15-mar-15,TV REY,0.00167
15-mar-15,GRUPO TELEVISA,0.64974
15APR2015,ULTRAVISION,0.00176
15APR2015,AXTEL,0.00624
15APR2015,TOTALPLAY,0.00916
15APR2015,MEGACABLE-MCM,0.15932
15APR2015,AIRECABLE,0.00101
15APR2015,MAXCOM,0.00401
15APR2015,GRUPO TELEVISA,0.64847
15APR2015,TV REY,0.00146
15APR2015,DISH-MVS,0.16857
15-may-15,AXTEL,0.00618
15-may-15,TOTALPLAY,0.0093
15-may-15,GRUPO TELEVISA,0.64686
15-may-15,MAXCOM,0.00391
15-may-15,MEGACABLE-MCM,0.15955
15-may-15,AIRECABLE,0.00101
15-may-15,TV REY,0.00144
15-may-15,ULTRAVISION,0.00174
15-may-15,DISH-MVS,0.17001
15-jun-15,AXTEL,0.00618
15-jun-15,TOTALPLAY,0.0095
15-jun-15,ULTRAVISION,0.0017
15-jun-15,MEGACABLE-MCM,0.15989
15-jun-15,AIRECABLE,0.00101
15-jun-15,MAXCOM,0.00377
15-jun-15,GRUPO TELEVISA,0.64452
15-jun-15,TV REY,0.00148
15-jun-15,DISH-MVS,0.17195
15-jul-15,AXTEL,0.00619
15-jul-15,ULTRAVISION,0.00163
15-jul-15,MEGACABLE-MCM,0.16016
15-jul-15,GRUPO TELEVISA,0.64385
15-jul-15,TOTALPLAY,0.00994
15-jul-15,MAXCOM,0.00358
15-jul-15,AIRECABLE,0.001
15-jul-15,TV REY,0.00092
15-jul-15,DISH-MVS,0.17273
15AUG2015,AXTEL,0.0062
15AUG2015,TOTALPLAY,0.01039
15AUG2015,MEGACABLE-MCM,0.16069
15AUG2015,AIRECABLE,0.001
15AUG2015,MAXCOM,0.0035
15AUG2015,ULTRAVISION,0.00158
15AUG2015,GRUPO TELEVISA,0.64218
15AUG2015,TV REY,0.00089
15AUG2015,DISH-MVS,0.17357
15-sep-15,ULTRAVISION,0.00151
15-sep-15,AXTEL,0.00625
15-sep-15,TOTALPLAY,0.01089
15-sep-15,MAXCOM,0.00342
15-sep-15,MEGACABLE-MCM,0.1604
15-sep-15,AIRECABLE,0.00099
15-sep-15,GRUPO TELEVISA,0.63979
15-sep-15,TV REY,0.00086
15-sep-15,DISH-MVS,0.1759
15-oct-15,AXTEL,0.00631
15-oct-15,TOTALPLAY,0.01161
15-oct-15,MAXCOM,0.00342
15-oct-15,MEGACABLE-MCM,0.16039
15-oct-15,AIRECABLE,0.00098
15-oct-15,ULTRAVISION,0.00149
15-oct-15,GRUPO TELEVISA,0.63872
15-oct-15,TV REY,0.00141
15-oct-15,DISH-MVS,0.17568
15-nov-15,AXTEL,0.00636
15-nov-15,TOTALPLAY,0.01226
15-nov-15,ULTRAVISION,0.00145
15-nov-15,MAXCOM,0.00337
15-nov-15,GRUPO TELEVISA,0.63691
15-nov-15,AIRECABLE,0.00098
15-nov-15,MEGACABLE-MCM,0.16114
15-nov-15,TV REY,0.00138
15-nov-15,DISH-MVS,0.17614
15DEC2015,AXTEL,0.0063
15DEC2015,TOTALPLAY,0.01301
15DEC2015,ULTRAVISION,0.0014
15DEC2015,AIRECABLE,0.00096
15DEC2015,MEGACABLE-MCM,0.1642
15DEC2015,MAXCOM,0.00331
15DEC2015,GRUPO TELEVISA,0.63329
15DEC2015,TV REY,0.00134
15DEC2015,DISH-MVS,0.17619
15JAN2016,AIRECABLE,0.00089
15JAN2016,AXTEL,0.00591
15JAN2016,TOTALPLAY,0.01266
15JAN2016,ULTRAVISION,0.00129
15JAN2016,MAXCOM,0.00303
15JAN2016,MEGACABLE-MCM,0.15611
15JAN2016,GRUPO TELEVISA,0.65307
15JAN2016,TV REY,0.00121
15JAN2016,DISH-MVS,0.16582
15-feb-16,TOTALPLAY,0.01316
15-feb-16,ULTRAVISION,0.00135
15-feb-16,AXTEL,0.00591
15-feb-16,AIRECABLE,0.00089
15-feb-16,MEGACABLE-MCM,0.1542
15-feb-16,GRUPO TELEVISA,0.65413
15-feb-16,TV REY,0.00118
15-feb-16,MAXCOM,0.00294
15-feb-16,DISH-MVS,0.16626
15-mar-16,MEGACABLE-MCM,0.15054
15-mar-16,TOTALPLAY,0.01354
15-mar-16,ULTRAVISION,0.00132
15-mar-16,AIRECABLE,0.00086
15-mar-16,MAXCOM,0.00284
15-mar-16,GRUPO TELEVISA,0.65764
15-mar-16,TV REY,0.00115
15-mar-16,AXTEL,0.00587
15-mar-16,DISH-MVS,0.16624
15APR2016,MAXCOM,0.00283
15APR2016,AIRECABLE,0.00087
15APR2016,TOTALPLAY,0.01409
15APR2016,ULTRAVISION,0.00116
15APR2016,AXTEL,0.00592
15APR2016,MEGACABLE-MCM,0.14984
15APR2016,GRUPO TELEVISA,0.6596
15APR2016,TV REY,0.00114
15APR2016,DISH-MVS,0.16454
15-may-16,GRUPO TELEVISA,0.65922
15-may-16,TOTALPLAY,0.01435
15-may-16,ULTRAVISION,0.00111
15-may-16,MAXCOM,0.00273
15-may-16,AXTEL,0.00591
15-may-16,MEGACABLE-MCM,0.14883
15-may-16,TV REY,0.0011
15-may-16,AIRECABLE,0.00086
15-may-16,DISH-MVS,0.16589
15-jun-16,TOTALPLAY,0.01499
15-jun-16,ULTRAVISION,0.00105
15-jun-16,AIRECABLE,0.00086
15-jun-16,AXTEL,0.00594
15-jun-16,MAXCOM,0.00262
15-jun-16,MEGACABLE-MCM,0.14952
15-jun-16,GRUPO TELEVISA,0.65877
15-jun-16,TV REY,0.0011
15-jun-16,DISH-MVS,0.16515
15-jul-16,TOTALPLAY,0.01534
15-jul-16,AIRECABLE,0.00084
15-jul-16,ULTRAVISION,0.001
15-jul-16,GRUPO TELEVISA,0.61595
15-jul-16,AXTEL,0.00591
15-jul-16,MAXCOM,0.00249
15-jul-16,MEGACABLE-MCM,0.1469
15-jul-16,TV REY,0.00103
15-jul-16,DISH-MVS,0.21053
15AUG2016,TOTALPLAY,0.01592
15AUG2016,AIRECABLE,0.00084
15AUG2016,ULTRAVISION,0.00099
15AUG2016,AXTEL,0.00594
15AUG2016,MAXCOM,0.00244
15AUG2016,MEGACABLE-MCM,0.1465
15AUG2016,GRUPO TELEVISA,0.61888
15AUG2016,TV REY,0.00101
15AUG2016,DISH-MVS,0.20748
15-sep-16,AXTEL,0.00598
15-sep-16,TOTALPLAY,0.01679
15-sep-16,AIRECABLE,0.00084
15-sep-16,ULTRAVISION,0.00095
15-sep-16,MAXCOM,0.00239
15-sep-16,MEGACABLE-MCM,0.14648
15-sep-16,TV REY,0.001
15-sep-16,GRUPO TELEVISA,0.62039
15-sep-16,DISH-MVS,0.20518
15-oct-16,TOTALPLAY,0.01753
15-oct-16,AIRECABLE,0.00084
15-oct-16,ULTRAVISION,0.00094
15-oct-16,AXTEL,0.00599
15-oct-16,MEGACABLE-MCM,0.14352
15-oct-16,MAXCOM,0.00224
15-oct-16,GRUPO TELEVISA,0.62248
15-oct-16,TV REY,0.00098
15-oct-16,DISH-MVS,0.20549
15-nov-16,MEGACABLE-MCM,0.1409
15-nov-16,TOTALPLAY,0.01829
15-nov-16,AIRECABLE,0.00084
15-nov-16,ULTRAVISION,0.00066
15-nov-16,MAXCOM,0.00211
15-nov-16,AXTEL,0.00601
15-nov-16,GRUPO TELEVISA,0.62498
15-nov-16,TV REY,0.00098
15-nov-16,DISH-MVS,0.20522
15DEC2016,TOTALPLAY,0.01897
15DEC2016,AIRECABLE,0.00083
15DEC2016,ULTRAVISION,0.00064
15DEC2016,AXTEL,0.00596
15DEC2016,MAXCOM,0.00206
15DEC2016,MEGACABLE-MCM,0.14178
15DEC2016,GRUPO TELEVISA,0.62266
15DEC2016,TV REY,0.00098
15DEC2016,DISH-MVS,0.20613
15JAN2017,GRUPO TELEVISA,0.65334
15JAN2017,TOTALPLAY,0.01812
15JAN2017,AIRECABLE,0.00077
15JAN2017,ULTRAVISION,0.00072
15JAN2017,MAXCOM,0.00127
15JAN2017,MEGACABLE-MCM,0.12963
15JAN2017,AXTEL,0.0055
15JAN2017,TV REY,0.0009
15JAN2017,DISH-MVS,0.18974
15-feb-17,TOTALPLAY,0.0189
15-feb-17,AIRECABLE,0.00078
15-feb-17,ULTRAVISION,0.0007
15-feb-17,AXTEL,0.00553
15-feb-17,MEGACABLE-MCM,0.1292
15-feb-17,GRUPO TELEVISA,0.65667
15-feb-17,TV REY,0.00091
15-feb-17,MAXCOM,0.00124
15-feb-17,DISH-MVS,0.18606
15-mar-17,TOTALPLAY,0.01939
15-mar-17,AIRECABLE,0.00078
15-mar-17,ULTRAVISION,0.00071
15-mar-17,MAXCOM,0.0012
15-mar-17,AXTEL,0.00553
15-mar-17,MEGACABLE-MCM,0.12892
15-mar-17,GRUPO TELEVISA,0.65627
15-mar-17,TV REY,0.00091
15-mar-17,DISH-MVS,0.18629
15APR2017,MAXCOM,0.00117
15APR2017,TOTALPLAY,0.02002
15APR2017,AIRECABLE,0.00079
15APR2017,ULTRAVISION,0.0007
15APR2017,AXTEL,0.00554
15APR2017,MEGACABLE-MCM,0.12869
15APR2017,GRUPO TELEVISA,0.65939
15APR2017,TV REY,0.00093
15APR2017,DISH-MVS,0.18276
15-may-17,TOTALPLAY,0.02036
15-may-17,AIRECABLE,0.00079
15-may-17,ULTRAVISION,0.0007
15-may-17,MAXCOM,0.00114
15-may-17,MEGACABLE-MCM,0.12882
15-may-17,GRUPO TELEVISA,0.65977
15-may-17,TV REY,0.00093
15-may-17,AXTEL,0.00551
15-may-17,DISH-MVS,0.18198
15-jun-17,TOTALPLAY,0.02094
15-jun-17,AIRECABLE,0.00079
15-jun-17,ULTRAVISION,0.00069
15-jun-17,MAXCOM,0.0011
15-jun-17,AXTEL,0.00546
15-jun-17,MEGACABLE-MCM,0.12959
15-jun-17,GRUPO TELEVISA,0.66124
15-jun-17,TV REY,0.00093
15-jun-17,DISH-MVS,0.17925
15-jul-17,MEGACABLE-MCM,0.13017
15-jul-17,TOTALPLAY,0.02157
15-jul-17,AIRECABLE,0.0008
15-jul-17,ULTRAVISION,0.00068
15-jul-17,MAXCOM,0.00107
15-jul-17,AXTEL,0.00544
15-jul-17,GRUPO TELEVISA,0.66286
15-jul-17,TV REY,0.00093
15-jul-17,DISH-MVS,0.17648
15AUG2017,TOTALPLAY,0.02232
15AUG2017,AIRECABLE,0.0008
15AUG2017,ULTRAVISION,0.00066
15AUG2017,MAXCOM,0.00104
15AUG2017,AXTEL,0.00539
15AUG2017,MEGACABLE-MCM,0.13115
15AUG2017,GRUPO TELEVISA,0.66445
15AUG2017,TV REY,0.00093
15AUG2017,DISH-MVS,0.17325
15-sep-17,GRUPO TELEVISA,0.66741
15-sep-17,TOTALPLAY,0.02279
15-sep-17,AIRECABLE,0.00079
15-sep-17,ULTRAVISION,0.00065
15-sep-17,MAXCOM,0.00099
15-sep-17,AXTEL,0.00537
15-sep-17,MEGACABLE-MCM,0.13099
15-sep-17,TV REY,0.00092
15-sep-17,DISH-MVS,0.17008
15-oct-17,TOTALPLAY,0.02337
15-oct-17,AIRECABLE,0.0008
15-oct-17,ULTRAVISION,0.00043
15-oct-17,MAXCOM,0.00096
15-oct-17,AXTEL,0.0054
15-oct-17,MEGACABLE-MCM,0.13161
15-oct-17,GRUPO TELEVISA,0.67015
15-oct-17,TV REY,0.00092
15-oct-17,DISH-MVS,0.16636
15-nov-17,AIRECABLE,0.0008
15-nov-17,TOTALPLAY,0.02403
15-nov-17,ULTRAVISION,0.00043
15-nov-17,MAXCOM,0.00093
15-nov-17,AXTEL,0.00536
15-nov-17,MEGACABLE-MCM,0.13162
15-nov-17,GRUPO TELEVISA,0.67246
15-nov-17,TV REY,0.00092
15-nov-17,DISH-MVS,0.16347
15DEC2017,AIRECABLE,0.00079
15DEC2017,TOTALPLAY,0.02425
15DEC2017,MAXCOM,0.00087
15DEC2017,AXTEL,0.00532
15DEC2017,MEGACABLE-MCM,0.13212
15DEC2017,GRUPO TELEVISA,0.67556
15DEC2017,TV REY,0.00091
15DEC2017,DISH-MVS,0.16018
15JAN2018,AXTEL,0.00526
15JAN2018,AIRECABLE,0.00078
15JAN2018,TOTALPLAY,0.02458
15JAN2018,MAXCOM,0.00078
15JAN2018,MEGACABLE-MCM,0.13193
15JAN2018,TV REY,0.00089
15JAN2018,GRUPO TELEVISA,0.67578
15JAN2018,DISH-MVS,0.16
15-feb-18,AIRECABLE,0.00079
15-feb-18,TOTALPLAY,0.02522
15-feb-18,MAXCOM,0.00076
15-feb-18,AXTEL,0.00525
15-feb-18,MEGACABLE-MCM,0.1326
15-feb-18,GRUPO TELEVISA,0.67601
15-feb-18,TV REY,0.00089
15-feb-18,DISH-MVS,0.15849
15-mar-18,AIRECABLE,0.00079
15-mar-18,TOTALPLAY,0.02593
15-mar-18,MAXCOM,0.00073
15-mar-18,AXTEL,0.00522
15-mar-18,GRUPO TELEVISA,0.67783
15-mar-18,TV REY,0.00089
15-mar-18,MEGACABLE-MCM,0.13257
15-mar-18,DISH-MVS,0.15604
15APR2018,AIRECABLE,0.00078
15APR2018,TOTALPLAY,0.02624
15APR2018,STARGROUP,0.01048
15APR2018,MAXCOM,0.00068
15APR2018,AXTEL,0.00514
15APR2018,MEGACABLE-MCM,0.13138
15APR2018,GRUPO TELEVISA,0.67114
15APR2018,TV REY,0.00089
15APR2018,DISH-MVS,0.15328
15-may-18,AIRECABLE,0.00078
15-may-18,TOTALPLAY,0.02688
15-may-18,STARGROUP,0.01059
15-may-18,MAXCOM,0.00065
15-may-18,AXTEL,0.00512
15-may-18,MEGACABLE-MCM,0.13145
15-may-18,GRUPO TELEVISA,0.67201
15-may-18,TV REY,0.00089
15-may-18,DISH-MVS,0.15164
15-jun-18,AIRECABLE,0.00078
15-jun-18,TOTALPLAY,0.02718
15-jun-18,STARGROUP,0.01113
15-jun-18,MAXCOM,0.00029
15-jun-18,AXTEL,0.00513
15-jun-18,MEGACABLE-MCM,0.13195
15-jun-18,GRUPO TELEVISA,0.67368
15-jun-18,TV REY,0.0009
15-jun-18,DISH-MVS,0.14894
15-jul-18,AIRECABLE,0.00009
15-jul-18,TOTALPLAY,0.0278
15-jul-18,STARGROUP,0.01147
15-jul-18,AXTEL,0.00516
15-jul-18,GRUPO TELEVISA,0.67477
15-jul-18,TV REY,0.00091
15-jul-18,MEGACABLE-MCM,0.13224
15-jul-18,DISH-MVS,0.14757
15AUG2018,AIRECABLE,0.00011
15AUG2018,TOTALPLAY,0.02892
15AUG2018,STARGROUP,0.0118
15AUG2018,AXTEL,0.00516
15AUG2018,MEGACABLE-MCM,0.13215
15AUG2018,GRUPO TELEVISA,0.67569
15AUG2018,TV REY,0.00091
15AUG2018,DISH-MVS,0.14526
15-sep-18,AIRECABLE,0.00012
15-sep-18,TOTALPLAY,0.02982
15-sep-18,STARGROUP,0.0121
15-sep-18,MEGACABLE-MCM,0.13289
15-sep-18,AXTEL,0.00517
15-sep-18,GRUPO TELEVISA,0.67644
15-sep-18,TV REY,0.00091
15-sep-18,DISH-MVS,0.14255
15-oct-18,AIRECABLE,0.00012
15-oct-18,TOTALPLAY,0.03079
15-oct-18,STARGROUP,0.01193
15-oct-18,AXTEL,0.00517
15-oct-18,MEGACABLE-MCM,0.13308
15-oct-18,GRUPO TELEVISA,0.67839
15-oct-18,TV REY,0.0009
15-oct-18,DISH-MVS,0.13961
15-nov-18,AIRECABLE,0.00012
15-nov-18,TOTALPLAY,0.03195
15-nov-18,STARGROUP,0.01253
15-nov-18,ULTRAVISION,0
15-nov-18,AXTEL,0.00512
15-nov-18,MEGACABLE-MCM,0.1323
15-nov-18,GRUPO TELEVISA,0.68054
15-nov-18,TV REY,0.00088
15-nov-18,DISH-MVS,0.13655
15DEC2018,AIRECABLE,0.00012
15DEC2018,TOTALPLAY,0.03297
15DEC2018,STARGROUP,0.01312
15DEC2018,ULTRAVISION,0.00001
15DEC2018,AXTEL,0.00093
15DEC2018,MEGACABLE-MCM,0.1336
15DEC2018,GRUPO TELEVISA,0.68236
15DEC2018,TV REY,0.00088
15DEC2018,DISH-MVS,0.13601
15JAN2019,AIRECABLE,0.00012
15JAN2019,TOTALPLAY,0.03388
15JAN2019,STARGROUP,0.01337
15JAN2019,ULTRAVISION,0.00001
15JAN2019,AXTEL,0.0009
15JAN2019,MEGACABLE-MCM,0.13222
15JAN2019,GRUPO TELEVISA,0.68588
15JAN2019,TV REY,0.00086
15JAN2019,DISH-MVS,0.13276
15-feb-19,AIRECABLE,0.00013
15-feb-19,TOTALPLAY,0.03571
15-feb-19,STARGROUP,0.01375
15-feb-19,ULTRAVISION,0.00001
15-feb-19,AXTEL,0.00092
15-feb-19,MEGACABLE-MCM,0.13443
15-feb-19,GRUPO TELEVISA,0.68186
15-feb-19,TV REY,0.00087
15-feb-19,DISH-MVS,0.13231
15-mar-19,TOTALPLAY,0.03694
15-mar-19,STARGROUP,0.0136
15-mar-19,ULTRAVISION,0.00003
15-mar-19,AXTEL,0.00092
15-mar-19,MEGACABLE-MCM,0.13578
15-mar-19,GRUPO TELEVISA,0.68263
15-mar-19,TV REY,0.00087
15-mar-19,DISH-MVS,0.12908
15-mar-19,AIRECABLE,0.00014
15APR2019,TOTALPLAY,0.03818
15APR2019,STARGROUP,0.01405
15APR2019,ULTRAVISION,0.00004
15APR2019,AXTEL,0.00092
15APR2019,MEGACABLE-MCM,0.13291
15APR2019,GRUPO TELEVISA,0.68691
15APR2019,TV REY,0.00087
15APR2019,DISH-MVS,0.126
15APR2019,AIRECABLE,0.00014
15-may-19,TOTALPLAY,0.03933
15-may-19,STARGROUP,0.01408
15-may-19,ULTRAVISION,0.00004
15-may-19,AXTEL,0.00092
15-may-19,MEGACABLE-MCM,0.13318
15-may-19,GRUPO TELEVISA,0.6892
15-may-19,TV REY,0.00087
15-may-19,DISH-MVS,0.12223
15-may-19,AIRECABLE,0.00014
15-jun-19,TOTALPLAY,0.03983
15-jun-19,STARGROUP,0.01397
15-jun-19,ULTRAVISION,0.00004
15-jun-19,AXTEL,0.00091
15-jun-19,MEGACABLE-MCM,0.13303
15-jun-19,GRUPO TELEVISA,0.69203
15-jun-19,TV REY,0.00087
15-jun-19,DISH-MVS,0.11919
15-jun-19,AIRECABLE,0.00014
15-jul-19,TOTALPLAY,0.03974
15-jul-19,STARGROUP,0.01388
15-jul-19,ULTRAVISION,0.00003
15-jul-19,MEGACABLE-MCM,0.13268
15-jul-19,GRUPO TELEVISA,0.69944
15-jul-19,TV REY,0.00085
15-jul-19,DISH-MVS,0.11324
15-jul-19,AIRECABLE,0.00014
15AUG2019,TOTALPLAY,0.04077
15AUG2019,STARGROUP,0.01352
15AUG2019,ULTRAVISION,0.00002
15AUG2019,MEGACABLE-MCM,0.13303
15AUG2019,GRUPO TELEVISA,0.70064
15AUG2019,TV REY,0.00085
